年度/Year,月份/Month,發電站名稱/Name of The Power Station,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kWh),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day,closest_station,溫度_平均,溫度_最高,溫度_最低,累積雨量,降雨日數,最大十分鐘風,最大十分鐘風向,最大瞬間風,最大瞬間風向,相對濕度_平均,相對濕度_最低,氣壓_平均,日照時數
2016,9,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,67287.0,3.33,新屋,27.4,32.9,23.4,218.0,17.0,27.1,40.0,45.1,30.0,83.0,59.0,1004.2,131.5
2016,9,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3615.0,2.9,新屋,27.4,32.9,23.4,218.0,17.0,27.1,40.0,45.1,30.0,83.0,59.0,1004.2,131.5
2016,9,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,8173.0,2.87,臺中,27.9,35.9,23.5,126.2,18.0,13.6,360.0,34.2,320.0,77.0,35.0,996.5,139.6
2016,9,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,8910.0,2.48,臺中,27.9,35.9,23.5,126.2,18.0,13.6,360.0,34.2,320.0,77.0,35.0,996.5,139.6
2016,9,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3703.0,2.85,臺中,27.9,35.9,23.5,126.2,18.0,13.6,360.0,34.2,320.0,77.0,35.0,996.5,139.6
2016,9,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,210910.0,3.2,臺中,27.9,35.9,23.5,126.2,18.0,13.6,360.0,34.2,320.0,77.0,35.0,996.5,139.6
2016,9,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,667044.0,3.32,臺中,27.9,35.9,23.5,126.2,18.0,13.6,360.0,34.2,320.0,77.0,35.0,996.5,139.6
2016,9,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,8717.0,3.09,臺中,27.9,35.9,23.5,126.2,18.0,13.6,360.0,34.2,320.0,77.0,35.0,996.5,139.6
2016,9,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4072.0,2.19,嘉義,27.6,34.7,23.2,637.2,15.0,15.5,240.0,32.5,330.0,82.0,48.0,1002.9,146.9
2016,9,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,469712.0,3.27,高雄,28.4,33.9,23.4,1098.0,15.0,17.2,160.0,39.1,100.0,81.0,62.0,1006.1,172.2
2016,9,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,169250.0,3.35,臺南,28.0,33.9,22.8,1220.3,14.0,20.2,140.0,37.1,140.0,81.0,49.0,1003.8,152.8
2016,9,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6471.0,3.48,高雄,28.4,33.9,23.4,1098.0,15.0,17.2,160.0,39.1,100.0,81.0,62.0,1006.1,172.2
2016,9,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,103077.0,2.28,恆春,28.4,34.2,24.2,710.5,17.0,24.7,100.0,52.2,70.0,81.0,51.0,1004.5,144.0
2016,9,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,5986.0,2.73,澎湖,27.7,32.7,24.6,559.6,15.0,18.5,150.0,37.2,140.0,81.0,62.0,1005.0,146.6
2016,9,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,7522.0,1.57,東吉島,27.4,31.6,23.8,536.1,14.0,42.4,110.0,62.0,100.0,84.0,68.0,1001.5,168.7
2016,9,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,23383.0,1.43,金門,27.6,34.2,23.6,362.3,16.0,43.5,230.0,61.7,230.0,77.0,48.0,1003.7,157.0
2016,10,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,69658.0,3.45,新屋,26.3,34.7,21.6,69.7,11.0,14.1,40.0,23.8,70.0,85.0,53.0,1008.8,168.8
2016,10,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3922.0,3.14,新屋,26.3,34.7,21.6,69.7,11.0,14.1,40.0,23.8,70.0,85.0,53.0,1008.8,168.8
2016,10,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,9205.0,3.23,臺中,27.5,33.4,22.5,23.9,7.0,5.2,20.0,10.1,240.0,77.0,49.0,1000.9,169.3
2016,10,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9862.0,2.75,臺中,27.5,33.4,22.5,23.9,7.0,5.2,20.0,10.1,240.0,77.0,49.0,1000.9,169.3
2016,10,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4389.0,3.38,臺中,27.5,33.4,22.5,23.9,7.0,5.2,20.0,10.1,240.0,77.0,49.0,1000.9,169.3
2016,10,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,242667.0,3.69,臺中,27.5,33.4,22.5,23.9,7.0,5.2,20.0,10.1,240.0,77.0,49.0,1000.9,169.3
2016,10,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,716034.0,3.56,臺中,27.5,33.4,22.5,23.9,7.0,5.2,20.0,10.1,240.0,77.0,49.0,1000.9,169.3
2016,10,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10530.0,3.73,臺中,27.5,33.4,22.5,23.9,7.0,5.2,20.0,10.1,240.0,77.0,49.0,1000.9,169.3
2016,10,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4143.0,2.23,嘉義,27.3,34.0,21.4,24.8,8.0,7.8,240.0,13.1,240.0,80.0,51.0,1007.1,168.6
2016,10,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,543268.0,3.78,高雄,28.4,33.0,24.0,259.5,13.0,8.7,160.0,18.6,140.0,79.0,59.0,1010.0,185.4
2016,10,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,183393.0,3.63,臺南,27.8,33.3,22.1,69.0,6.0,9.5,180.0,17.0,170.0,79.0,56.0,1007.9,178.0
2016,10,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6764.0,3.63,高雄,28.4,33.0,24.0,259.5,13.0,8.7,160.0,18.6,140.0,79.0,59.0,1010.0,185.4
2016,10,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,160871.0,3.56,恆春,28.1,33.4,23.9,393.5,18.0,12.3,50.0,29.2,40.0,78.0,55.0,1008.6,177.3
2016,10,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6062.0,2.77,澎湖,27.0,32.0,23.4,80.2,5.0,10.2,30.0,21.1,30.0,81.0,62.0,1009.5,149.6
2016,10,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,10675.0,2.23,東吉島,26.7,31.1,23.7,153.9,6.0,19.3,10.0,26.5,20.0,84.0,71.0,1005.8,192.8
2016,10,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,43089.0,2.63,金門,25.7,34.2,19.0,110.0,6.0,10.0,60.0,21.2,70.0,80.0,49.0,1009.1,119.0
2016,11,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,54441.0,2.7,新屋,21.9,28.8,17.3,111.4,11.0,15.2,40.0,22.7,40.0,81.0,56.0,1014.8,123.8
2016,11,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3065.0,2.46,新屋,21.9,28.8,17.3,111.4,11.0,15.2,40.0,22.7,40.0,81.0,56.0,1014.8,123.8
2016,11,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6868.0,2.41,臺中,23.4,32.5,16.8,74.2,9.0,5.0,10.0,11.0,10.0,75.0,36.0,1006.0,148.2
2016,11,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,7991.0,2.23,臺中,23.4,32.5,16.8,74.2,9.0,5.0,10.0,11.0,10.0,75.0,36.0,1006.0,148.2
2016,11,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3228.0,2.49,臺中,23.4,32.5,16.8,74.2,9.0,5.0,10.0,11.0,10.0,75.0,36.0,1006.0,148.2
2016,11,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,191704.0,2.91,臺中,23.4,32.5,16.8,74.2,9.0,5.0,10.0,11.0,10.0,75.0,36.0,1006.0,148.2
2016,11,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,586293.0,2.92,臺中,23.4,32.5,16.8,74.2,9.0,5.0,10.0,11.0,10.0,75.0,36.0,1006.0,148.2
2016,11,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,8384.0,2.97,臺中,23.4,32.5,16.8,74.2,9.0,5.0,10.0,11.0,10.0,75.0,36.0,1006.0,148.2
2016,11,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3184.0,1.71,嘉義,23.4,32.5,17.2,44.7,6.0,7.4,30.0,13.2,30.0,78.0,45.0,1012.2,138.8
2016,11,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,441420.0,3.07,高雄,25.7,31.9,19.7,57.0,3.0,5.4,30.0,14.4,30.0,72.0,56.0,1015.1,163.3
2016,11,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,160441.0,3.18,臺南,24.3,32.4,18.0,48.9,3.0,9.1,30.0,17.3,30.0,74.0,49.0,1013.0,167.5
2016,11,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5762.0,3.1,高雄,25.7,31.9,19.7,57.0,3.0,5.4,30.0,14.4,30.0,72.0,56.0,1015.1,163.3
2016,11,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,145829.0,3.23,恆春,25.6,31.1,20.7,60.0,3.0,13.6,50.0,30.1,40.0,70.0,51.0,1013.3,176.3
2016,11,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6273.0,2.87,澎湖,23.7,30.3,20.2,57.3,8.0,10.9,30.0,22.5,10.0,76.0,54.0,1015.0,133.7
2016,11,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,10672.0,2.23,東吉島,24.1,28.4,19.6,55.1,5.0,20.2,30.0,26.7,20.0,77.0,67.0,1011.0,157.6
2016,11,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,28198.0,1.72,金門,20.8,28.7,12.9,123.1,8.0,9.2,60.0,19.6,30.0,78.0,44.0,1015.3,129.5
2016,12,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,50126.0,2.48,新屋,19.3,28.6,12.1,10.7,4.0,14.8,40.0,23.1,40.0,76.0,50.0,1017.1,131.1
2016,12,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3040.0,2.44,新屋,19.3,28.6,12.1,10.7,4.0,14.8,40.0,23.1,40.0,76.0,50.0,1017.1,131.1
2016,12,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,7039.0,2.47,臺中,20.4,30.8,13.3,8.4,1.0,6.0,10.0,13.2,340.0,74.0,35.0,1007.9,186.9
2016,12,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,8953.0,2.49,臺中,20.4,30.8,13.3,8.4,1.0,6.0,10.0,13.2,340.0,74.0,35.0,1007.9,186.9
2016,12,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3992.0,3.07,臺中,20.4,30.8,13.3,8.4,1.0,6.0,10.0,13.2,340.0,74.0,35.0,1007.9,186.9
2016,12,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,177942.0,2.7,臺中,20.4,30.8,13.3,8.4,1.0,6.0,10.0,13.2,340.0,74.0,35.0,1007.9,186.9
2016,12,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,593372.0,2.95,臺中,20.4,30.8,13.3,8.4,1.0,6.0,10.0,13.2,340.0,74.0,35.0,1007.9,186.9
2016,12,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,9047.0,3.2,臺中,20.4,30.8,13.3,8.4,1.0,6.0,10.0,13.2,340.0,74.0,35.0,1007.9,186.9
2016,12,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3466.0,1.86,嘉義,20.4,30.4,12.8,10.0,1.0,7.7,360.0,13.9,20.0,75.0,38.0,1014.2,171.4
2016,12,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,494428.0,3.44,高雄,22.9,30.0,16.2,1.0,2.0,5.4,320.0,9.6,350.0,71.0,47.0,1017.1,180.4
2016,12,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,166752.0,3.3,臺南,20.9,29.4,13.9,2.0,1.0,9.9,20.0,17.3,10.0,74.0,45.0,1015.0,184.5
2016,12,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6133.0,3.3,高雄,22.9,30.0,16.2,1.0,2.0,5.4,320.0,9.6,350.0,71.0,47.0,1017.1,180.4
2016,12,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,151676.0,3.36,恆春,23.8,30.1,18.5,0.5,1.0,13.6,40.0,30.5,40.0,66.0,45.0,1015.0,197.5
2016,12,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,5594.0,2.56,澎湖,20.4,26.1,15.1,3.9,2.0,11.4,20.0,24.4,10.0,75.0,55.0,1017.3,101.0
2016,12,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,10334.0,2.16,東吉島,21.1,25.7,16.0,4.6,1.0,23.3,20.0,31.4,30.0,76.0,59.0,1013.0,145.1
2016,12,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,45982.0,2.81,金門,17.4,27.5,9.7,28.0,2.0,8.2,40.0,19.1,30.0,69.0,32.0,1018.2,137.8
2017,1,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,44838.0,2.22,新屋,17.5,25.5,12.0,25.4,5.0,16.0,40.0,24.4,30.0,79.0,52.0,1017.9,92.3
2017,1,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2759.0,2.21,新屋,17.5,25.5,12.0,25.4,5.0,16.0,40.0,24.4,30.0,79.0,52.0,1017.9,92.3
2017,1,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,7689.0,2.7,臺中,18.9,29.0,11.6,4.0,2.0,5.0,350.0,10.0,360.0,75.0,37.0,1008.9,196.9
2017,1,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9264.0,2.58,臺中,18.9,29.0,11.6,4.0,2.0,5.0,350.0,10.0,360.0,75.0,37.0,1008.9,196.9
2017,1,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4101.0,3.16,臺中,18.9,29.0,11.6,4.0,2.0,5.0,350.0,10.0,360.0,75.0,37.0,1008.9,196.9
2017,1,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,192042.0,2.92,臺中,18.9,29.0,11.6,4.0,2.0,5.0,350.0,10.0,360.0,75.0,37.0,1008.9,196.9
2017,1,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,657732.0,3.27,臺中,18.9,29.0,11.6,4.0,2.0,5.0,350.0,10.0,360.0,75.0,37.0,1008.9,196.9
2017,1,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10046.0,3.56,臺中,18.9,29.0,11.6,4.0,2.0,5.0,350.0,10.0,360.0,75.0,37.0,1008.9,196.9
2017,1,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3615.0,1.94,嘉義,19.0,28.7,11.9,1.3,1.0,5.3,360.0,10.5,330.0,74.0,39.0,1015.3,173.0
2017,1,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,545572.0,3.8,高雄,21.7,28.5,14.7,0.0,0.0,5.1,320.0,9.8,300.0,70.0,45.0,1018.1,205.1
2017,1,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,187707.0,3.72,臺南,19.4,28.1,13.1,0.0,0.0,8.1,20.0,13.2,20.0,74.0,44.0,1016.0,208.3
2017,1,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6910.0,3.71,高雄,21.7,28.5,14.7,0.0,0.0,5.1,320.0,9.8,300.0,70.0,45.0,1018.1,205.1
2017,1,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,177869.0,3.93,恆春,22.7,28.7,18.2,12.5,1.0,12.4,40.0,24.8,40.0,69.0,50.0,1016.1,192.8
2017,1,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,5708.0,2.61,澎湖,18.6,24.3,14.7,0.9,1.0,9.8,20.0,22.0,10.0,77.0,55.0,1018.3,88.7
2017,1,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,10071.0,2.1,東吉島,19.3,24.5,15.2,0.0,0.0,18.7,10.0,25.5,20.0,77.0,64.0,1014.0,136.3
2017,1,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,46570.0,2.85,金門,15.6,25.0,9.3,4.6,5.0,10.5,60.0,19.3,70.0,69.0,38.0,1019.0,119.7
2017,2,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,46619.0,2.31,新屋,15.9,24.0,9.0,82.1,8.0,15.2,40.0,24.4,40.0,75.0,43.0,1018.4,102.0
2017,2,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2809.0,2.25,新屋,15.9,24.0,9.0,82.1,8.0,15.2,40.0,24.4,40.0,75.0,43.0,1018.4,102.0
2017,2,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6775.0,2.38,臺中,18.0,29.8,9.9,20.8,5.0,5.9,10.0,13.2,10.0,71.0,37.0,1009.4,135.4
2017,2,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,7564.0,2.11,臺中,18.0,29.8,9.9,20.8,5.0,5.9,10.0,13.2,10.0,71.0,37.0,1009.4,135.4
2017,2,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3311.0,2.55,臺中,18.0,29.8,9.9,20.8,5.0,5.9,10.0,13.2,10.0,71.0,37.0,1009.4,135.4
2017,2,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,157433.0,2.39,臺中,18.0,29.8,9.9,20.8,5.0,5.9,10.0,13.2,10.0,71.0,37.0,1009.4,135.4
2017,2,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,586088.0,2.91,臺中,18.0,29.8,9.9,20.8,5.0,5.9,10.0,13.2,10.0,71.0,37.0,1009.4,135.4
2017,2,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,8505.0,3.01,臺中,18.0,29.8,9.9,20.8,5.0,5.9,10.0,13.2,10.0,71.0,37.0,1009.4,135.4
2017,2,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2979.0,1.6,嘉義,18.0,31.1,9.8,1.2,2.0,8.0,10.0,12.8,360.0,72.0,38.0,1015.8,134.8
2017,2,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,476020.0,3.31,高雄,21.1,29.8,13.8,0.0,0.0,6.2,350.0,11.8,20.0,67.0,41.0,1018.5,166.1
2017,2,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,159059.0,3.15,臺南,18.6,29.0,9.7,1.0,2.0,9.7,10.0,18.7,30.0,71.0,42.0,1016.4,174.3
2017,2,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6013.0,3.23,高雄,21.1,29.8,13.8,0.0,0.0,6.2,350.0,11.8,20.0,67.0,41.0,1018.5,166.1
2017,2,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,150151.0,3.32,恆春,21.8,29.5,15.6,6.2,8.0,13.4,40.0,27.6,40.0,67.0,40.0,1016.5,154.6
2017,2,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,5696.0,2.6,澎湖,17.3,27.3,11.7,3.4,2.0,10.1,20.0,20.8,20.0,75.0,46.0,1018.7,105.4
2017,2,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,8450.0,1.76,東吉島,18.3,27.6,12.9,1.7,3.0,18.7,20.0,25.6,360.0,75.0,51.0,1014.4,117.2
2017,2,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,53571.0,3.27,金門,14.1,24.6,7.9,90.1,5.0,10.7,60.0,21.3,50.0,68.0,29.0,1019.4,156.5
2017,3,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,48198.0,2.39,新屋,17.4,25.2,11.6,170.7,17.0,13.8,40.0,22.5,40.0,81.0,50.0,1014.7,75.8
2017,3,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2605.0,2.09,新屋,17.4,25.2,11.6,170.7,17.0,13.8,40.0,22.5,40.0,81.0,50.0,1014.7,75.8
2017,3,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,7732.0,2.72,臺中,20.2,30.2,12.9,38.0,9.0,6.0,20.0,14.0,350.0,73.0,31.0,1006.1,146.8
2017,3,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9176.0,2.56,臺中,20.2,30.2,12.9,38.0,9.0,6.0,20.0,14.0,350.0,73.0,31.0,1006.1,146.8
2017,3,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3671.0,2.83,臺中,20.2,30.2,12.9,38.0,9.0,6.0,20.0,14.0,350.0,73.0,31.0,1006.1,146.8
2017,3,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,208745.0,3.17,臺中,20.2,30.2,12.9,38.0,9.0,6.0,20.0,14.0,350.0,73.0,31.0,1006.1,146.8
2017,3,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,697643.0,3.47,臺中,20.2,30.2,12.9,38.0,9.0,6.0,20.0,14.0,350.0,73.0,31.0,1006.1,146.8
2017,3,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,9158.0,3.24,臺中,20.2,30.2,12.9,38.0,9.0,6.0,20.0,14.0,350.0,73.0,31.0,1006.1,146.8
2017,3,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3914.0,2.1,嘉義,20.8,31.9,11.7,18.4,5.0,8.6,10.0,15.7,360.0,76.0,38.0,1012.5,165.6
2017,3,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,588272.0,4.09,高雄,23.5,33.0,17.5,3.5,3.0,6.9,320.0,12.2,350.0,69.0,46.0,1015.3,200.5
2017,3,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,205762.0,4.08,臺南,21.5,30.2,13.6,12.8,3.0,10.6,20.0,21.6,10.0,70.0,42.0,1013.1,194.7
2017,3,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7260.0,3.9,高雄,23.5,33.0,17.5,3.5,3.0,6.9,320.0,12.2,350.0,69.0,46.0,1015.3,200.5
2017,3,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,181984.0,4.03,恆春,23.4,31.3,16.6,2.4,3.0,11.0,40.0,22.1,50.0,70.0,47.0,1013.5,176.4
2017,3,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6816.0,3.11,澎湖,20.6,28.5,16.0,16.8,6.0,9.9,20.0,20.7,360.0,73.0,42.0,1015.1,122.8
2017,3,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,11096.0,2.32,東吉島,21.4,29.9,17.1,2.4,3.0,21.1,10.0,27.6,20.0,74.0,46.0,1011.2,146.6
2017,3,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,44781.0,2.74,金門,15.6,24.9,10.2,39.7,13.0,9.9,70.0,18.8,60.0,75.0,30.0,1015.5,93.1
2017,4,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,66604.0,3.3,新屋,21.9,30.4,12.4,121.3,12.0,13.4,250.0,20.8,240.0,77.0,36.0,1011.0,143.1
2017,4,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3861.0,3.09,新屋,21.9,30.4,12.4,121.3,12.0,13.4,250.0,20.8,240.0,77.0,36.0,1011.0,143.1
2017,4,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,8373.0,2.94,臺中,23.2,33.7,11.9,98.8,10.0,5.0,360.0,11.3,360.0,73.0,26.0,1003.3,149.6
2017,4,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9799.0,2.73,臺中,23.2,33.7,11.9,98.8,10.0,5.0,360.0,11.3,360.0,73.0,26.0,1003.3,149.6
2017,4,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3909.0,3.01,臺中,23.2,33.7,11.9,98.8,10.0,5.0,360.0,11.3,360.0,73.0,26.0,1003.3,149.6
2017,4,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,213216.0,3.24,臺中,23.2,33.7,11.9,98.8,10.0,5.0,360.0,11.3,360.0,73.0,26.0,1003.3,149.6
2017,4,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,730315.0,3.63,臺中,23.2,33.7,11.9,98.8,10.0,5.0,360.0,11.3,360.0,73.0,26.0,1003.3,149.6
2017,4,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,9685.0,3.43,臺中,23.2,33.7,11.9,98.8,10.0,5.0,360.0,11.3,360.0,73.0,26.0,1003.3,149.6
2017,4,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4106.0,2.21,嘉義,23.9,33.9,10.0,105.9,11.0,7.5,230.0,12.3,240.0,75.0,30.0,1009.6,171.1
2017,4,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,593164.0,4.13,高雄,25.6,32.7,16.6,113.5,6.0,7.0,360.0,16.2,350.0,71.0,41.0,1012.7,209.1
2017,4,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,195544.0,3.88,臺南,24.6,32.3,14.9,64.5,9.0,11.4,20.0,21.7,20.0,71.0,33.0,1010.5,194.7
2017,4,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7236.0,3.89,高雄,25.6,32.7,16.6,113.5,6.0,7.0,360.0,16.2,350.0,71.0,41.0,1012.7,209.1
2017,4,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,186425.0,4.12,恆春,25.5,34.9,18.2,28.0,4.0,8.4,20.0,17.2,50.0,71.0,41.0,1011.1,186.4
2017,4,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,8555.0,3.91,澎湖,23.9,30.4,16.5,132.3,11.0,8.9,10.0,17.9,40.0,74.0,38.0,1012.0,177.8
2017,4,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,13308.0,2.78,東吉島,24.1,31.1,17.1,79.4,9.0,18.1,10.0,23.8,360.0,74.0,41.0,1008.3,197.8
2017,4,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,55974.0,3.42,金門,20.1,28.3,10.9,44.6,13.0,9.5,60.0,19.3,70.0,75.0,28.0,1011.1,151.1
